Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
One Small Silver Tray,Crockery,"Mr.  Shoaib
Mubarak,  DCP,
MoFA, Karachi",,2018-05-11,20000.0,0.0,Yes,Yes
One Silver Tray (Large),Crockery,"Lt.  Gen.  (R)  Abdul
Qadir  Baloch,
Minister in waiting",Military,2018-05-15,75000.0,0.0,No,No
One silver tray (Medium),Crockery,"Mr.  Imtiaz  Ahmed,
AS (AP), MoFA",Bureaucracy,2018-05-16,40000.0,2000.0,Yes,Yes
One flower vase,Decoration Pieces,"Mr. Shahid Khaqan
Abbasi,  Prime
Minister  of
Pakistan",PMLN,2018-05-22,25000.0,0.0,Yes,Yes
One Carpet,Carpet,"Mr.  Ahsan  Iqbal,
Interior Minister",,2018-06-06,130000.0,20000.0,Yes,Yes
One Silver Tray,,"Mr. M.  Adeel
Pervaiz,  DCP(P&I),
MoFA",,2018-06-27,40000.0,0.0,No,No
One Marble Bowl,,Foreign Secretary,Bureaucracy,2018-06-28,8000.0,0.0,Yes,Yes
"a) One Tie
b) Pair of Cufflinks
c) One Mug
d) One Decoration Piece",Decoration Pieces,"Secretary  M/o
Information  &
Broadcasting",Bureaucracy,2018-07-02,850.0,0.0,No,No
"a) One Sweater
b) One Shawl
c) Two Neckerchief",Clothes,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-02,15000.0,0.0,Yes,Yes
One Silk Carpet,Carpet,"President  of
Pakistan  Mr.
Mamnoon Hussain",PMLN,2018-07-02,450000.0,84000.0,Yes,Yes
One Carpet,Carpet,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-02,40000.0,2000.0,Yes,Yes
One Scenery,Decoration Pieces,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-02,15000.0,0.0,Yes,Yes
One Scenery,Decoration Pieces,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-02,20000.0,0.0,Yes,Yes
"a) One Ceramic Plate
b) Two Books",Crockery,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-02,12000.0,0.0,Yes,Yes
One Cell Phone 5 Plus,Phone,"Director
Marketing,  HIT
Taxila",,2018-07-17,25900.0,0.0,Yes,Yes
"Leather gift pack comprising
a) One Hand Wallet
b) One  Pocket  Wallet,  Key
Chain + wallet
c) Visiting card wallet
d) One tea cup
e) One shield
f) One Cap",,"Director
Marketing,  HIT,
Taxila",,2018-07-26,1700.0,0.0,No,No
One Souvenir Golden,Decoration Pieces,"President  of
Pakistan,  Mr.
Mamnoon Hussain",PMLN,2018-07-31,30000.0,0.0,Yes,Yes
"One Decoration Piece (Bronze
Gallop Horse)",Decoration Pieces,"Mr.  Imran  Khan,
Prime  Minister  of
Pakistan",,2018-08-29,20000.0,0.0,Yes,Yes
One Table Mat,Decoration Pieces,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-03,30000.0,0.0,Yes,Yes
One Silk Carpet,Carpet,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-03,300000.0,0.0,"Gift displayed
at PM House","Gift displayed
at PM House"
"a) One  Dec.  Piece  (Glass
Works)
b) One Locket",Decoration Pieces,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-06,28000.0,0.0,Yes,Yes
Model of Makkah Clock Tower,Decoration Pieces,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-10,25000.0,0.0,Yes,Yes
"a) One  Chinese  Decoration
Piece  (Bronze  Horse
Souvenir)
b) One  Mercedes-Benz
Rollerball pen",Decoration Pieces,Finance Minister,,2018-09-10,50000.0,0.0,No,No
"One  W/Watch  (Aigner  Bari
Chrono No.37500)",Watch,"Mr.  Amir  Ilyas
Rana,  Bureau
Chief  Express
News",Media,2018-09-10,85000.0,11000.0,Yes,Yes
One handmade Iranian piece,,"Minister  for
Finance,  Revenue
& Economic Affairs",,2018-09-11,7000.0,0.0,No,No
One Decoration Piece (glass),Decoration Pieces,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-12,9000.0,0.0,Yes,Yes
One Wall Hanging piece,Decoration Pieces,"Prime  Minister  of
Pakistan,  Mr.
Imran Khan",PTI,2018-09-12,8000.0,0.0,Yes,Yes
"One  W/Watch (Rolex)  Oyster
SWIMPRUF  3024C4J5,  Rolex
SA",Watch,"Mr.  Manzoor  ul
Haq,  Member,  KPK
Public  Service
Commission
Peshawar,  former
Ambassador  to
KSA",Bureaucracy,2018-09-14,1500000.0,294000.0,Yes,Yes
"One Decoration piece (Flower
Vase)",Decoration Pieces,"Prime Minister  of
Pakistan Mr. Imran
Khan",PTI,2018-09-18,25000.0,0.0,Yes,Yes
"a) (One  W/Watch  (Graff
No.AU750)  18k  gold  +
Dimond
b) (Pair of Cufflinks.
c) One Pen.
d) One Ring.",Watch,"Prime  Minister  of
Pakistan,  Imran
Khan",PTI,2018-09-24,100920000.0,20178000.0,Yes,Yes
"One  box  of  Oud  Wood,  two
bottles of perfume",,"Prime  Minister  of
Pakistan,  Imran
Khan",PTI,2018-09-24,500000.0,0.0,No,No
"a) One W/Watch (Chopard)
b) Pair of Cufflinks (Chopard)
c) One Ball Pen (Chopard)
d) One Ring
e) One Tasbih",Watch,"Brig.  Waseem
Iftikhar  Cheema,
MS  to  Prime
Minister",Military,2018-09-24,2845000.0,563000.0,Yes,Yes
"a) One W/Watch (Chopard)
b) Pair of Cufflinks
c) One Ball Pen (Chopard)
d) One Ring (Chopard)",Watch,"Mr.  Muhammad
Ali,  PSO  to  Prime
Minister",,2018-09-24,1030000.0,240000.0,Yes,Yes
"One  W/Watch (Rolex)
(No.3R522723)",Watch,"SP  Rana  Shoaib
Mehmood,  CSO  to
Prime Minister",Police,2018-09-24,2900000.0,574000.0,Yes,Yes
"One  W/Watch  (Hublot)
Classic  Fusion
No.1112326510. OX.1180.OX
(Automatic)",Watch,"Mr.  Khan  Hasham
bin  Saddique,
Ambassador  of
Pakistan  to  Saudi
Arabia",Bureaucracy,2018-09-24,3550000.0,704000.0,Yes,Yes
"a) Two box of Dates
b) One W/Watch
c) One Ball Pen
d) One Ring
e) One Tasbih
f) Pair of Cufflinks",Watch,"Chaudhry  Fawad
Hussain,  Minister
for Information",PTI,2018-09-25,3461000.0,686200.0,Yes,Yes
"One  W/Watch  (Rolex  Yacht
Master – 49N96500)",Watch,"Mr.  Murad  Ashraf
Janjua,  Chief  of
State Protocol",PTI,2018-09-25,2900000.0,574000.0,Yes,Yes
"One  Brass  Coin  &  One  Small
carpet size 1.8",Carpet,Chairman Senate,,2018-09-25,5000.0,0.0,Yes,Yes
"a) One W/Watch (Rolex)
b) One Pen
c) Pair of Cufflinks
d) One Tasbih
e) One Ring",Watch,"Makhdoom  Shah
Mehmood  Qureshi,
Foreign Minister",,2018-09-27,6350000.0,0.0,No,No
One W/Watch (Bvlgari),Watch,"Ms.  Tehmina
Janjua,  Foreign
Secretary",Bureaucracy,2018-09-27,1000000.0,0.0,No,No
"One  Decoration  Piece
(Turkish Pot)",Decoration Pieces,"Makhdoom  Shah
Mehmood  Qureshi,
Foreign Minister",,2018-09-27,25000.0,0.0,Yes,Yes
One Flower Vase,Decoration Pieces,"Dr.  Arif  Alvi,",,2018-09-27,20000.0,0.0,Yes,Yes
"One  Mobile  Phone  (Huawei
P20)",Phone,"Rear  Admiral
Muhammad
Shafique, HI(M)",,2018-09-27,30000.0,0.0,Yes,Yes
One Model of Ship,,"Dr.  Arif  Alvi,
President  of
Pakistan",,2018-10-01,10000.0,0.0,Yes,Yes
"One  W/Watch  (Rolex)
(M228206-0036, 43A2G470)",Watch,"Prime  Minister  of
Pakistan,  Imran
Khan",PTI,2018-10-01,3800000.0,754000.0,Yes,Yes
"One  W/Watch  (Rolex)
Sr.No.N76P9648-750  Model
No.228238",Watch,"Mr.  Muhammad
Azam  Khan,
Secretary to PM",Bureaucracy,2018-10-02,3200000.0,,No,No
"a) One W/Watch (Chopard).
b) One Ring
c) Pair of Cufflinks
d) One Pen
e) One Tasbih",Watch,"Mr.  Abdul  Razak
Dawood,  Advisor
to Prime Minister",,2018-10-04,2845000.0,0.0,No,No
"One W/Watch  (Rolex)
No.M126334-0020,
YD488258",Watch,"Lt.  Col.  Moeen
Iqbal  Khan,  DMS
to Prime Minister",Military,2018-10-04,1400000.0,274000.0,Yes,Yes
One Decoration Piece,Decoration Pieces,"Makhdoom  Shah
Mehmood  Qureshi,",,2018-10-09,8000.0,0.0,Yes,Yes
One Decoration Piece,Decoration Pieces,"Makhdoom  Shah
Mehmood  Qureshi,
Foreign Minister",,2018-10-14,30000.0,0.0,Yes,Yes
